city_ascii,admin_name,admin_name_ascii
Turhapatti,Bih?r,Bihar
Phulaut,Bih?r,Bihar
Bilgi,Karn?taka,Karnataka
Mitrapur,West Bengal,West Bengal
Chilamatturu,Andhra Pradesh,Andhra Pradesh
Bimgal,Andhra Pradesh,Andhra Pradesh
Kambaduru,Andhra Pradesh,Andhra Pradesh
Arumbavur,Tamil N?du,Tamil Nadu
Dilarpur,Bih?r,Bihar
Nedumudi,Kerala,Kerala
Jamalpur,Bih?r,Bihar
Odanavattam,Kerala,Kerala
Vipparla,Andhra Pradesh,Andhra Pradesh
Bugganipalle,Andhra Pradesh,Andhra Pradesh
Chokkanathapuram,Tamil N?du,Tamil Nadu
Siladon,Jh?rkhand,Jharkhand
Sodag,Jh?rkhand,Jharkhand
Lal Khatanga,Jh?rkhand,Jharkhand
Khijri,Jh?rkhand,Jharkhand
Samsikapuram,Tamil N?du,Tamil Nadu
Raspur Patasia,Bih?r,Bihar
Gopalnagar,West Bengal,West Bengal
Kot Bhai,Punjab,Punjab
Talainayar Agraharam,Tamil N?du,Tamil Nadu
Kumaramputtur,Kerala,Kerala
Semra,Bih?r,Bihar
Chhajli,Punjab,Punjab
Israin Kalan,Bih?r,Bihar
Basarh,Bih?r,Bihar
Maddikera,Andhra Pradesh,Andhra Pradesh
Amanganj,Madhya Pradesh,Madhya Pradesh
Undi,Andhra Pradesh,Andhra Pradesh
Pihra,Jh?rkhand,Jharkhand
Bankheri,Madhya Pradesh,Madhya Pradesh
Bhanumukkala,Andhra Pradesh,Andhra Pradesh
Dudhgaon,Mah?r?shtra,Maharashtra
Elandakuttai,Tamil N?du,Tamil Nadu
Belari,Bih?r,Bihar
Tekkampatti,Tamil N?du,Tamil Nadu
Matar,Gujar?t,Gujarat
Shedbal,Mah?r?shtra,Maharashtra
Kalikapur,Bih?r,Bihar
Peddaboddepalle,Andhra Pradesh,Andhra Pradesh
Sahpur,Bih?r,Bihar
Udayendram,Tamil N?du,Tamil Nadu
Beldanga,Jh?rkhand,Jharkhand
Mangawan,Madhya Pradesh,Madhya Pradesh
Ratan,Bih?r,Bihar
Marui,Bih?r,Bihar
Pimpalgaon Raja,Mah?r?shtra,Maharashtra
Mulakaledu,Andhra Pradesh,Andhra Pradesh
Billapadu,Andhra Pradesh,Andhra Pradesh
Musapur,Bih?r,Bihar
Aravakkurichchi,Tamil N?du,Tamil Nadu
Pyapali,Andhra Pradesh,Andhra Pradesh
Jangid,Andhra Pradesh,Andhra Pradesh
Tondangi,Andhra Pradesh,Andhra Pradesh
Hebli,Karn?taka,Karnataka
Petlawad,Madhya Pradesh,Madhya Pradesh
Seven Pagodas,Tamil N?du,Tamil Nadu
Salua,West Bengal,West Bengal
Cumbum,Andhra Pradesh,Andhra Pradesh
Puliyur,Tamil N?du,Tamil Nadu
Hathiaundha,Bih?r,Bihar
Lakhaura,Bih?r,Bihar
Gurramkonda,Andhra Pradesh,Andhra Pradesh
Chittarikal,Kerala,Kerala
Mallapuram,Tamil N?du,Tamil Nadu
Telua,Bih?r,Bihar
Gangapur,Bih?r,Bihar
Warni,Andhra Pradesh,Andhra Pradesh
Srivardhan,Mah?r?shtra,Maharashtra
Koduman,Kerala,Kerala
Bhoj,Karn?taka,Karnataka
Itki Thakurgaon,Jh?rkhand,Jharkhand
Khaira,Bih?r,Bihar
Chautham,Bih?r,Bihar
Bilaua,Madhya Pradesh,Madhya Pradesh
Babhani Bholwa,Bih?r,Bihar
Bhatranha,Bih?r,Bihar
Changamkari,Kerala,Kerala
Putaparti,Andhra Pradesh,Andhra Pradesh
Tabhka Khas,Bih?r,Bihar
Hasanpur,Bih?r,Bihar
Jadia,Bih?r,Bihar
Bina,Bih?r,Bihar
Kohir,Andhra Pradesh,Andhra Pradesh
Hasanganj,Uttar Pradesh,Uttar Pradesh
Peddapalle,Andhra Pradesh,Andhra Pradesh
Devendranagar,Madhya Pradesh,Madhya Pradesh
Rajni,Bih?r,Bihar
Ekma,Bih?r,Bihar
Revur,Andhra Pradesh,Andhra Pradesh
Ochanthururtha,Kerala,Kerala
Satyamangala,Karn?taka,Karnataka
Udiyavara,Karn?taka,Karnataka
Keralassheri,Kerala,Kerala
Kutavettur,Kerala,Kerala
Islampur,West Bengal,West Bengal
Aruvikkara,Tamil N?du,Tamil Nadu
Kaintragarh,Odisha,Odisha
Konarka,Odisha,Odisha
Shamsa,Bih?r,Bihar
Naduvattam,Tamil N?du,Tamil Nadu
Saidpur,Bih?r,Bihar
Barajor,Bih?r,Bihar
Pavannur,Kerala,Kerala
Tillor Khurd,Madhya Pradesh,Madhya Pradesh
Chettikulam,Tamil N?du,Tamil Nadu
Muttamtura,Tamil N?du,Tamil Nadu
Mundia,R?jasth?n,Rajasthan
Damalcheruvu,Andhra Pradesh,Andhra Pradesh
Miri,Mah?r?shtra,Maharashtra
Cortalim,Goa,Goa
Majhgawan,Madhya Pradesh,Madhya Pradesh
Hombal,Karn?taka,Karnataka
Bellatti,Tamil N?du,Tamil Nadu
Singhanwala,Punjab,Punjab
Hullahalli,Karn?taka,Karnataka
Sathamba,Gujar?t,Gujarat
Valattur,Tamil N?du,Tamil Nadu
Turori,Mah?r?shtra,Maharashtra
Shafinagar,Uttar Pradesh,Uttar Pradesh
Khandhar,R?jasth?n,Rajasthan
Galatge,Karn?taka,Karnataka
Vasa,Gujar?t,Gujarat
Kaguchi,Tamil N?du,Tamil Nadu
Yelur,Karn?taka,Karnataka
Mandleshwar,Madhya Pradesh,Madhya Pradesh
Andipalaiyam,Tamil N?du,Tamil Nadu
Kurichchi,Tamil N?du,Tamil Nadu
Harohalli,Karn?taka,Karnataka
Goluwali,R?jasth?n,Rajasthan
Vallur,Tamil N?du,Tamil Nadu
Majholi,Madhya Pradesh,Madhya Pradesh
Ganjam,,
Chandi,Bih?r,Bihar
Chemmanam,Kerala,Kerala
Yellareddi,Andhra Pradesh,Andhra Pradesh
Lanji,Madhya Pradesh,Madhya Pradesh
Sembedu,Tamil N?du,Tamil Nadu
Lakkundi,Karn?taka,Karnataka
Pursa,Bih?r,Bihar
Kunnumel,Kerala,Kerala
Badarpur,Assam,Assam
Kela Khera,Uttar?khand,Uttarakhand
Ammur,Tamil N?du,Tamil Nadu
Sindhnur,Karn?taka,Karnataka
Aiyampuzha,Kerala,Kerala
Valangiman,Tamil N?du,Tamil Nadu
Jhandapur,Bih?r,Bihar
Parapatti,Tamil N?du,Tamil Nadu
Champapur,Bih?r,Bihar
Alampur,Andhra Pradesh,Andhra Pradesh
Hanamsagar,Karn?taka,Karnataka
Vellalapuram,Tamil N?du,Tamil Nadu
Barharwa,Jh?rkhand,Jharkhand
Chailaha,Bih?r,Bihar
Nagarur,Kerala,Kerala
Chipurupalle,Andhra Pradesh,Andhra Pradesh
Madhuban,Bih?r,Bihar
Avalpundurai,Tamil N?du,Tamil Nadu
Hariharpara,West Bengal,West Bengal
Kumaramangalam,Tamil N?du,Tamil Nadu
Tendukheda,Madhya Pradesh,Madhya Pradesh
Cherrapunji,Megh?laya,Meghalaya
Kumaripur,Bih?r,Bihar
Nenmini,Kerala,Kerala
Benipati,Bih?r,Bihar
Devarapalle,Andhra Pradesh,Andhra Pradesh
Palod,Kerala,Kerala
Sanquelim,Goa,Goa
Kamrawan,Bih?r,Bihar
Curtorim,Goa,Goa
Hasanpur Juned,Bih?r,Bihar
Cherupazhasshi,Kerala,Kerala
Perunkolattur,Tamil N?du,Tamil Nadu
Ijra,Bih?r,Bihar
Garhpura,Bih?r,Bihar
Vaddapalli,Andhra Pradesh,Andhra Pradesh
Andurkonam,Kerala,Kerala
Baladharmaram,Andhra Pradesh,Andhra Pradesh
Sahit,Bih?r,Bihar
Chhapia,Bih?r,Bihar
Tirumalaiyampalaiyam,Tamil N?du,Tamil Nadu
Koteshwar,Karn?taka,Karnataka
Kodangipatti,Tamil N?du,Tamil Nadu
Kurumbalur,Tamil N?du,Tamil Nadu
Paramati,Tamil N?du,Tamil Nadu
Manantheri,Kerala,Kerala
Pudur,Tamil N?du,Tamil Nadu
Kamalganj,Uttar Pradesh,Uttar Pradesh
Rasulpur Dhuria,Bih?r,Bihar
Mulakad,Kerala,Kerala
Kaonke,Punjab,Punjab
Vubatalai,Tamil N?du,Tamil Nadu
Tiruvasaladi,Tamil N?du,Tamil Nadu
Alanganallur,Tamil N?du,Tamil Nadu
Kankipadu,Andhra Pradesh,Andhra Pradesh
Vemuluru,Andhra Pradesh,Andhra Pradesh
Paliaturutu,Kerala,Kerala
Sinha,Bih?r,Bihar
Holalagondi,Andhra Pradesh,Andhra Pradesh
Satyun,R?jasth?n,Rajasthan
Kelamangalam,Tamil N?du,Tamil Nadu
Dinmanpur,Bih?r,Bihar
Thillangeri,Kerala,Kerala
Baligaon,Bih?r,Bihar
Talya,Karn?taka,Karnataka
Kanjikkovil,Tamil N?du,Tamil Nadu
Jitwarpur Nizamat,Bih?r,Bihar
Lakkampatti,Tamil N?du,Tamil Nadu
Palayad,Kerala,Kerala
Akora,Madhya Pradesh,Madhya Pradesh
Paniem,Andhra Pradesh,Andhra Pradesh
Kottacheruvu,Andhra Pradesh,Andhra Pradesh
Darpa,Bih?r,Bihar
Tiruppachur,Tamil N?du,Tamil Nadu
Relangi,Andhra Pradesh,Andhra Pradesh
Bijaipur,Madhya Pradesh,Madhya Pradesh
Halwara,Punjab,Punjab
Gundlapelle,Andhra Pradesh,Andhra Pradesh
Siswa,Bih?r,Bihar
Nagireddipalli,Andhra Pradesh,Andhra Pradesh
Kusaha,Bih?r,Bihar
Kizhakkummuri,Kerala,Kerala
Kannamanayakkanur,Tamil N?du,Tamil Nadu
Pandhana,Madhya Pradesh,Madhya Pradesh
Pakarya Harsidhi,Bih?r,Bihar
Suwasra,Madhya Pradesh,Madhya Pradesh
Nadisal,Karn?taka,Karnataka
Gavinivaripalem,Andhra Pradesh,Andhra Pradesh
Surajpura,Bih?r,Bihar
Sadhoa,Bih?r,Bihar
Kandela,Uttar Pradesh,Uttar Pradesh
Lingal,Andhra Pradesh,Andhra Pradesh
Chinnavadampatti,Tamil N?du,Tamil Nadu
Lakho,Bih?r,Bihar
Barhni,Uttar Pradesh,Uttar Pradesh
Harduli,Madhya Pradesh,Madhya Pradesh
Babhangawan,Bih?r,Bihar
Nawada,Bih?r,Bihar
Pakala,Andhra Pradesh,Andhra Pradesh
Markacho,Jh?rkhand,Jharkhand
Roh,Bih?r,Bihar
Khallikot,Odisha,Odisha
Tiruvalanjuli,Tamil N?du,Tamil Nadu
Lagunia Surajkanth,Bih?r,Bihar
Tarlapalli,Andhra Pradesh,Andhra Pradesh
Srinagar,Bih?r,Bihar
Shatrana,Punjab,Punjab
Mansala,Andhra Pradesh,Andhra Pradesh
Narahia,Bih?r,Bihar
Bara,West Bengal,West Bengal
Sirmaur,Madhya Pradesh,Madhya Pradesh
Kolwara,Bih?r,Bihar
Baqiabad,Uttar Pradesh,Uttar Pradesh
Satwas,Madhya Pradesh,Madhya Pradesh
Davorlim,Goa,Goa
Alur,Andhra Pradesh,Andhra Pradesh
Dornakal,Andhra Pradesh,Andhra Pradesh
Tirkarur,Kerala,Kerala
Kharki,Jh?rkhand,Jharkhand
Barhi,Madhya Pradesh,Madhya Pradesh
Vadugapatti,Tamil N?du,Tamil Nadu
Chik Banavar,Karn?taka,Karnataka
Paidiipalli,Andhra Pradesh,Andhra Pradesh
Mutyalapalle,Andhra Pradesh,Andhra Pradesh
Nagra,Uttar Pradesh,Uttar Pradesh
Haldibari,West Bengal,West Bengal
Tupran,Andhra Pradesh,Andhra Pradesh
Hargawan,Bih?r,Bihar
Mohanpur Gaughata,Bih?r,Bihar
Karempudi,Andhra Pradesh,Andhra Pradesh
Vasad,Gujar?t,Gujarat
Puraini,Bih?r,Bihar
Kamatgi,Mah?r?shtra,Maharashtra
Tezu,Arun?chal Pradesh,Arunachal Pradesh
Doria Sonapur,Bih?r,Bihar
Penuganchiprolu,Andhra Pradesh,Andhra Pradesh
Sailana,Madhya Pradesh,Madhya Pradesh
Vatluru,Andhra Pradesh,Andhra Pradesh
Patiali,Uttar Pradesh,Uttar Pradesh
Barela,Madhya Pradesh,Madhya Pradesh
Thondiamannu,Kerala,Kerala
Baulia,Bih?r,Bihar
Bihpuriagaon,Assam,Assam
Narhan,Bih?r,Bihar
Bhanukumari,West Bengal,West Bengal
Hindalgi,Karn?taka,Karnataka
Muttukuru,Andhra Pradesh,Andhra Pradesh
Lakhsetipet,Andhra Pradesh,Andhra Pradesh
Palda,Madhya Pradesh,Madhya Pradesh
Walajabad,Tamil N?du,Tamil Nadu
Gua,,
Jori Kalan,Jh?rkhand,Jharkhand
Polaia Kalan,Madhya Pradesh,Madhya Pradesh
Chikhli Kalan,Madhya Pradesh,Madhya Pradesh
Kottavalasa,Andhra Pradesh,Andhra Pradesh
Kizhariyur,Kerala,Kerala
Karkudalpatti,Tamil N?du,Tamil Nadu
Viraghattam,Andhra Pradesh,Andhra Pradesh
Salimpur,Bih?r,Bihar
Mangoli,Karn?taka,Karnataka
Huliyar,Karn?taka,Karnataka
Kambainellur,Tamil N?du,Tamil Nadu
Korangal,Andhra Pradesh,Andhra Pradesh
Anantarazupeta,Andhra Pradesh,Andhra Pradesh
Bariariya,Bih?r,Bihar
Unguturu,Andhra Pradesh,Andhra Pradesh
Bikkavolu,Andhra Pradesh,Andhra Pradesh
Ghaura,Madhya Pradesh,Madhya Pradesh
Vedasandur,Tamil N?du,Tamil Nadu
Manoharpur,Jh?rkhand,Jharkhand
Mannur,Karn?taka,Karnataka
Chikitigarh,Odisha,Odisha
Raje,Bih?r,Bihar
Kukdeshwar,Madhya Pradesh,Madhya Pradesh
Kodanad,Kerala,Kerala
Padavedu,Tamil N?du,Tamil Nadu
Saren,Bih?r,Bihar
Kashti,Mah?r?shtra,Maharashtra
Pannimadai,Tamil N?du,Tamil Nadu
Nagardevla Budrukh,Mah?r?shtra,Maharashtra
Terkuvenganallur,Tamil N?du,Tamil Nadu
Barkuhi,Madhya Pradesh,Madhya Pradesh
Chebrolu,Andhra Pradesh,Andhra Pradesh
Siddapur,Karn?taka,Karnataka
Alangudi,Tamil N?du,Tamil Nadu
Panr,Bih?r,Bihar
Begowal,Punjab,Punjab
Odlabari,West Bengal,West Bengal
Tamarakulam,Tamil N?du,Tamil Nadu
Pansemal,Madhya Pradesh,Madhya Pradesh
Nallagunta,Andhra Pradesh,Andhra Pradesh
Talbahat,Uttar Pradesh,Uttar Pradesh
Pirangut,Mah?r?shtra,Maharashtra
Bhulwal,Jammu and Kashm?r,Jammu and Kashmir
Orumanayur,Kerala,Kerala
Raghudebbati,West Bengal,West Bengal
Katravulapalle,Andhra Pradesh,Andhra Pradesh
Antarvedipalem,Andhra Pradesh,Andhra Pradesh
Jitwarpur Kumhra,Bih?r,Bihar
Pulur,Andhra Pradesh,Andhra Pradesh
Kutavur,Kerala,Kerala
Rambha,Odisha,Odisha
Sur Singh,Punjab,Punjab
Kilattingal,Kerala,Kerala
Chapra,West Bengal,West Bengal
Siroda,Goa,Goa
Phulwar,Bih?r,Bihar
Gudur,Andhra Pradesh,Andhra Pradesh
Eraura,Bih?r,Bihar
Doranahalli,Karn?taka,Karnataka
Byahatti,Karn?taka,Karnataka
Bela,Bih?r,Bihar
Rajim,Chhatt?sgarh,Chhattisgarh
Tamar,Jh?rkhand,Jharkhand
Ponnampatti,Tamil N?du,Tamil Nadu
Sumbal,Jammu and Kashm?r,Jammu and Kashmir
Vammanal,Kerala,Kerala
Sasan,Bih?r,Bihar
Karugamad,Kerala,Kerala
Kottaiyur,Tamil N?du,Tamil Nadu
Amari,Bih?r,Bihar
Suknadanga,West Bengal,West Bengal
Karai,Tamil N?du,Tamil Nadu
Uttukkottai,Andhra Pradesh,Andhra Pradesh
Barari,Bih?r,Bihar
Barjora,West Bengal,West Bengal
Ilampillai,Tamil N?du,Tamil Nadu
Keal,Bih?r,Bihar
Turuttiyad,Kerala,Kerala
Ranapur,Madhya Pradesh,Madhya Pradesh
Alewah,Hary?na,Haryana
Rajasur,Karn?taka,Karnataka
Brahmanandapuram,Andhra Pradesh,Andhra Pradesh
Annaram,Andhra Pradesh,Andhra Pradesh
Mirzapur,Bih?r,Bihar
Kongarapalli,Kerala,Kerala
Pali,Bih?r,Bihar
Ganguvarpatti,Tamil N?du,Tamil Nadu
Sutihar,Bih?r,Bihar
Boha,Punjab,Punjab
Mankal,Andhra Pradesh,Andhra Pradesh
Rajnagar,West Bengal,West Bengal
Chaugain,Bih?r,Bihar
Belwara,Bih?r,Bihar
Amaha,Bih?r,Bihar
Belsandi Tara,Bih?r,Bihar
Perdur,Karn?taka,Karnataka
Narasingapuram,Tamil N?du,Tamil Nadu
Attibele,Karn?taka,Karnataka
Hunasagi,Karn?taka,Karnataka
Sukma,Chhatt?sgarh,Chhattisgarh
Viraganur,Tamil N?du,Tamil Nadu
Muttunayakkanpatti,Tamil N?du,Tamil Nadu
Khergam,Gujar?t,Gujarat
Kelangah,Hary?na,Haryana
Kubadupuram,Andhra Pradesh,Andhra Pradesh
Krishnarayapuram,Tamil N?du,Tamil Nadu
Dumri,Bih?r,Bihar
Bhogpur,Punjab,Punjab
Jiran,,
Polukallu,Andhra Pradesh,Andhra Pradesh
Tumbippadi,Tamil N?du,Tamil Nadu
Sagar,Karn?taka,Karnataka
Tati,Jh?rkhand,Jharkhand
Linganaboyinacherla,Andhra Pradesh,Andhra Pradesh
Kishanpur Ratwara,Bih?r,Bihar
Polavaram,Andhra Pradesh,Andhra Pradesh
Tarauna,Bih?r,Bihar
Iskapalli,Andhra Pradesh,Andhra Pradesh
Parihara,Bih?r,Bihar
Dogachi,West Bengal,West Bengal
Mandalgarh,R?jasth?n,Rajasthan
Kauriya,Bih?r,Bihar
Gangaikondan,Tamil N?du,Tamil Nadu
Valayam,Kerala,Kerala
Haidarnagar,Jh?rkhand,Jharkhand
Vellodu,Tamil N?du,Tamil Nadu
Vembarpatti,Tamil N?du,Tamil Nadu
Khajawa,Madhya Pradesh,Madhya Pradesh
Irikkur,Kerala,Kerala
Colangute,,
Turuvanur,Karn?taka,Karnataka
Nawagarh,Him?chal Pradesh,Himachal Pradesh
Gangavalli,Tamil N?du,Tamil Nadu
Bideipur,Odisha,Odisha
Tibri,Punjab,Punjab
Madanpur,Bih?r,Bihar
Simri,Bih?r,Bihar
Arugollu,Andhra Pradesh,Andhra Pradesh
Kodigenahalli,Andhra Pradesh,Andhra Pradesh
Singalandapuram,Tamil N?du,Tamil Nadu
Amrabad,Andhra Pradesh,Andhra Pradesh
Chityal,Andhra Pradesh,Andhra Pradesh
Kannivadi,Tamil N?du,Tamil Nadu
Nawada,Bih?r,Bihar
Manavalakurichi,Tamil N?du,Tamil Nadu
Barghat,Madhya Pradesh,Madhya Pradesh
Badarwas,Madhya Pradesh,Madhya Pradesh
Gopalpur,Bih?r,Bihar
Bodagudipadu,Andhra Pradesh,Andhra Pradesh
Palkur,Andhra Pradesh,Andhra Pradesh
Darihat,Bih?r,Bihar
Malepur,Bih?r,Bihar
Sobraon,Punjab,Punjab
Tamaraikkulam,Tamil N?du,Tamil Nadu
Sher Chakla,Bih?r,Bihar
Tummalapenta,Andhra Pradesh,Andhra Pradesh
Kovilur,Tamil N?du,Tamil Nadu
Kaleyanpur,Bih?r,Bihar
Mohda,Chhatt?sgarh,Chhattisgarh
Tiruppanandal,Tamil N?du,Tamil Nadu
Vempalle,Andhra Pradesh,Andhra Pradesh
Chak Husaini,Bih?r,Bihar
Karma,Jh?rkhand,Jharkhand
Kannadiparamba,Kerala,Kerala
Kaladgi,Karn?taka,Karnataka
Madanpur,West Bengal,West Bengal
Bhimadolu,Andhra Pradesh,Andhra Pradesh
Isagarh,Madhya Pradesh,Madhya Pradesh
Barahari,Bih?r,Bihar
Ajjampur,Karn?taka,Karnataka
Bilaspur,Him?chal Pradesh,Himachal Pradesh
Avalepalli,Tamil N?du,Tamil Nadu
Domkonda,Andhra Pradesh,Andhra Pradesh
Kunjatturu,Kerala,Kerala
Dantewara,Chhatt?sgarh,Chhattisgarh
Pitlam,Andhra Pradesh,Andhra Pradesh
Balhapur,Bih?r,Bihar
Ottaikkalmantapam,Tamil N?du,Tamil Nadu
Mahuwa Singhrai,Bih?r,Bihar
Babhanganwa,Bih?r,Bihar
Karpi,Bih?r,Bihar
Chengara,Kerala,Kerala
Atner,Madhya Pradesh,Madhya Pradesh
Mohania,Bih?r,Bihar
Nighoj,Mah?r?shtra,Maharashtra
Rayapalle,Andhra Pradesh,Andhra Pradesh
Razole,Andhra Pradesh,Andhra Pradesh
Sisai,Bih?r,Bihar
Duvva,Andhra Pradesh,Andhra Pradesh
Amingarh,Karn?taka,Karnataka
Gondalga,Andhra Pradesh,Andhra Pradesh
Patalia,Bih?r,Bihar
Dattapulia,West Bengal,West Bengal
Dhana,Madhya Pradesh,Madhya Pradesh
Nalatvad,Karn?taka,Karnataka
Lala,Assam,Assam
Kurtkoti,Karn?taka,Karnataka
Bishenpur,Manipur,Manipur
Rahui,Bih?r,Bihar
Karnawad,Madhya Pradesh,Madhya Pradesh
Rukhae,Bih?r,Bihar
Kheri Naru,Hary?na,Haryana
Beur,Bih?r,Bihar
Janapadu,Andhra Pradesh,Andhra Pradesh
Borgaon,Mah?r?shtra,Maharashtra
Kodriva,Madhya Pradesh,Madhya Pradesh
Avidha,Gujar?t,Gujarat
Perungala,Kerala,Kerala
Siriari,R?jasth?n,Rajasthan
Karuvellur,Kerala,Kerala
Sikat,Bih?r,Bihar
Chandla,Madhya Pradesh,Madhya Pradesh
Khanapur,Andhra Pradesh,Andhra Pradesh
Marudur,Tamil N?du,Tamil Nadu
Gudikallu,Andhra Pradesh,Andhra Pradesh
Vaghodia,Gujar?t,Gujarat
Sukhasan,Bih?r,Bihar
Bedadka,Kerala,Kerala
Afzala,Bih?r,Bihar
Madakkathara,Kerala,Kerala
Jamira,Bih?r,Bihar
Udayagiri,Odisha,Odisha
Elanad,Kerala,Kerala
Kesariya,Bih?r,Bihar
Yedapalli,Andhra Pradesh,Andhra Pradesh
Palakkuzhi,Kerala,Kerala
Chembrassheri,Kerala,Kerala
Dundigal,Andhra Pradesh,Andhra Pradesh
Panjgirain Kalan,Punjab,Punjab
Nagnur,Karn?taka,Karnataka
Nallajerla,Andhra Pradesh,Andhra Pradesh
Gullapuram,Tamil N?du,Tamil Nadu
Villanchirai,Kerala,Kerala
Bhakua,Bih?r,Bihar
Kulharia,Bih?r,Bihar
Kadattur,Tamil N?du,Tamil Nadu
Chinna Mushidivada,Andhra Pradesh,Andhra Pradesh
Daharia,Bih?r,Bihar
Ghordaur,Bih?r,Bihar
Kotgir,Andhra Pradesh,Andhra Pradesh
Talegaon Dhamdhere,Mah?r?shtra,Maharashtra
Basaon,Bih?r,Bihar
Vellarivalli,Tamil N?du,Tamil Nadu
Benaulim,Goa,Goa
Pariharpur,Bih?r,Bihar
Gaundra,Bih?r,Bihar
Amaravati,Andhra Pradesh,Andhra Pradesh
Uppidamangalam,Tamil N?du,Tamil Nadu
Panapakkam,Tamil N?du,Tamil Nadu
Velanganni,Tamil N?du,Tamil Nadu
Vikravandi,Tamil N?du,Tamil Nadu
Abhwar,Bih?r,Bihar
Telmar,Bih?r,Bihar
Besarh,Bih?r,Bihar
Chimalapadu,Andhra Pradesh,Andhra Pradesh
Paruchuru,Andhra Pradesh,Andhra Pradesh
Bagli,Madhya Pradesh,Madhya Pradesh
Barka Parbatta,Bih?r,Bihar
Mangalapur,Andhra Pradesh,Andhra Pradesh
Tiorpara,West Bengal,West Bengal
Bijai,Bih?r,Bihar
Nattappettai,Tamil N?du,Tamil Nadu
Sigli,Karn?taka,Karnataka
Vemulapudi,Andhra Pradesh,Andhra Pradesh
Payyanadam,Kerala,Kerala
Pazhanji,Kerala,Kerala
Mangalapuram,Tamil N?du,Tamil Nadu
Marungur,Tamil N?du,Tamil Nadu
Rajpur,Bih?r,Bihar
Chandi,West Bengal,West Bengal
Amarpura,R?jasth?n,Rajasthan
Dambal,Karn?taka,Karnataka
Tiruvarpu,Kerala,Kerala
Pataili,Bih?r,Bihar
Dohta,Bih?r,Bihar
Bachhauta,Bih?r,Bihar
Dumaria,Bih?r,Bihar
Narayangarh,Madhya Pradesh,Madhya Pradesh
Kagvad,Mah?r?shtra,Maharashtra
Goh,Bih?r,Bihar
Sirhali Kalan,Punjab,Punjab
Ratnapuram,Andhra Pradesh,Andhra Pradesh
Undrajavaram,Andhra Pradesh,Andhra Pradesh
Padaivedu,Tamil N?du,Tamil Nadu
Aginiparru,Andhra Pradesh,Andhra Pradesh
Annamalainagar,Tamil N?du,Tamil Nadu
Panchgani,Mah?r?shtra,Maharashtra
Fatehpur,Bih?r,Bihar
Prattipadu,Andhra Pradesh,Andhra Pradesh
Ettapur,Tamil N?du,Tamil Nadu
Tummanatti,Tamil N?du,Tamil Nadu
Raghunathpur,Bih?r,Bihar
Buttar,Punjab,Punjab
Modakkurichchi,Tamil N?du,Tamil Nadu
Peringom,Kerala,Kerala
Karivalamvandanallur,Tamil N?du,Tamil Nadu
Doddipatla,Andhra Pradesh,Andhra Pradesh
Muragacha,West Bengal,West Bengal
Sumbha,Bih?r,Bihar
Kuttyattur,Kerala,Kerala
Chhapra,Bih?r,Bihar
Manivilundan,Tamil N?du,Tamil Nadu
Dharmaram,Andhra Pradesh,Andhra Pradesh
Daulatnagar,West Bengal,West Bengal
Nanjai Kilabadi,Tamil N?du,Tamil Nadu
Dharphari,Bih?r,Bihar
Perladka,Kerala,Kerala
Sabang,West Bengal,West Bengal
Mahalpur,Punjab,Punjab
Gopalasamudram,Tamil N?du,Tamil Nadu
Jula Buzarg,Mah?r?shtra,Maharashtra
Arsali,Jh?rkhand,Jharkhand
Mathurapur,Bih?r,Bihar
Bichkunda,Andhra Pradesh,Andhra Pradesh
Kathevaram,Andhra Pradesh,Andhra Pradesh
Khiria,Bih?r,Bihar
Bondada,Andhra Pradesh,Andhra Pradesh
Tonakkal,Kerala,Kerala
Guttal,Karn?taka,Karnataka
Bundala,Punjab,Punjab
Hissaramuruvani,Andhra Pradesh,Andhra Pradesh
Jobat,Madhya Pradesh,Madhya Pradesh
Palsana,R?jasth?n,Rajasthan
Marathalli,Karn?taka,Karnataka
Auria,Bih?r,Bihar
Manikpur,Bih?r,Bihar
Penamaluru,Andhra Pradesh,Andhra Pradesh
Hajan,Jammu and Kashm?r,Jammu and Kashmir
Samalsar,Punjab,Punjab
Hulkoti,Karn?taka,Karnataka
Bajala,Karn?taka,Karnataka
Kaua Kol,Bih?r,Bihar
Gothva,Gujar?t,Gujarat
Tetari,Bih?r,Bihar
Saktipur,West Bengal,West Bengal
Ayodhyapattanam,Tamil N?du,Tamil Nadu
Koregaon,Mah?r?shtra,Maharashtra
Maqsuda,Bih?r,Bihar
Barhi,Jh?rkhand,Jharkhand
Shitab Diara,Bih?r,Bihar
Sargur,Karn?taka,Karnataka
Kanabur,Karn?taka,Karnataka
Kallur,Karn?taka,Karnataka
Rajupalem,Andhra Pradesh,Andhra Pradesh
Tirumakudal Narsipur,Karn?taka,Karnataka
Kavital,Karn?taka,Karnataka
Medapadu,Andhra Pradesh,Andhra Pradesh
Kottaram,Tamil N?du,Tamil Nadu
Gaurhati,West Bengal,West Bengal
Gurlapeta,Andhra Pradesh,Andhra Pradesh
Takkolam,Tamil N?du,Tamil Nadu
Chandhaus,Bih?r,Bihar
Udaipur Bithwar,Bih?r,Bihar
Peddavadlapudi,Andhra Pradesh,Andhra Pradesh
Ekwari,Bih?r,Bihar
Nasiyanur,Tamil N?du,Tamil Nadu
Gorakhpur,Hary?na,Haryana
Killai,Tamil N?du,Tamil Nadu
Kalikiri,Andhra Pradesh,Andhra Pradesh
